Author ID,Title,Content,Publish Time,Likes,Favorites,Comments
绿琳sky,🌟跨越旧有障碍｜唤醒沉睡的天才🌟,"🖊【加】Marilyn Atkinson & Rae Choi’s
📚《唤醒沉睡的天才》

被描述得淋漓尽致的“追星术”（STAR)提问法，被召唤了数次“英雄之旅”的解说语，被吸引后如愿以偿得以翻阅的“教练内在动力”之作。

如何唤醒个人的内在潜力？这本书给了非常系统逻辑的方法与故事解说。

计划和成就的四阶段......
埃里克森五原则......
意愿和注意力象限图......
幸福的四个透镜......

也就是说，可能你过去经历的，现在经历的，你能在这本书中的字里行间领悟到。以往未经历的，可能以后会经历的，书中亦有所详细分析。它是一本增知广识的“积极心理学”书籍。推荐阅读。

#每日读书分享 #读书笔记打卡 #好书共读 #教练 #内在动力 #英雄之旅 #书评 #创造 #改变 #书评",5天前 湖南,17,14,2
vx,,#分享你的和平萌趣穿搭,2天前 上海,点赞,收藏,评论
噜噜,✨新人博主Day2 | ✨🔁,"hello 欢迎来到噜噜的plog频道🥳
今天是成为博主的第二天～ 依旧在努力记录生活里的小美好💫
	
🥓牛小新烤肉🔥
谁懂啊！烤肉和蜡笔小新简直是灵魂cp🍖 看着小新调皮捣蛋，烤肉在烤盘“滋滋”冒油，肉香混着欢乐，一口下去直接把幸福拉满！！
※
※
🥖法大吉🥐
路过法大吉，看到甜品柜直接走不动道🍰 这些缤纷水果塔像商量好一样，颜值和美味双在线，吃进嘴里甜到心巴上，碳水快乐拿捏🤏
※
※
🍹茉酸奶🧋
最后用一杯牛油果酸奶收尾🥤 ，谁懂，我真的喜欢，清爽口感瞬间解腻，这一天的小确幸，全被美食和动画承包啦～
※
※
生活偶尔会有乱糟糟的时候，但只要有这些可爱的瞬间，就又能充满能量💪 希望看到这条的你，也能被这些小美好治愈呀～
※
※
保持热爱，奔赴山海🌊 我们明天继续捕捉快乐！
※
※
🙋🏻‍♀️ 想问问大家！
在线征集：你们下饭必看啥综艺/动画呀～
	
#一起双向奔赴呀 #生活碎片记 #日常碎片PLOG #尝试做自媒体博主 #新人博主 #有莱必有茴 #素人做博主的长成日记 #养成系博主 #勇闯互联网",1小时前 江苏,42,18,72
朱易,夏日多巴胺 🩷,"阳光热烈，快乐很甜🍬
把夏天和快乐，都装进白色的云朵里，和我一起收集属于这个夏天的色彩斑斓吧～
#朱易 #夏日多巴胺 #我的ootd",2小时前 北京,950,42,81
塔斯汀超多沙拉酱大汉堡,我爱周杰伦,#演唱会穿搭 #演唱会攻略 #应援棒 #周杰伦 #周杰伦演唱会门票 #周杰伦演唱会厦门站 #周杰伦演唱会,编辑于 5天前 福建,5,收藏,6
糯米团滚滚,,,2小时前 四川,1,收藏,评论
元气小鸡血,朋友30岁大寿 大家都成熟点：,#快乐与年龄无关 #一岁有一岁的味道 #三十而立的年纪 #生日 #愿岁岁常欢愉万事皆胜意 #搞笑 #生日派对,编辑于 1小时前 广东,2515,62,211
小红薯686AD33B,,"南宁一职的老师说现在b都收不完
#南宁一职 #中考等级B",3天前 广西,398,120,290
高小小,,#下饭神剧 #小红书兴趣季 #小红盒,5天前 山西,点赞,1,评论
开心顺意,,#小红书兴趣季 #小红盒 #日落后出发,14小时前 广东,4,2,评论
M_32+,Plog｜生活太短暂 尽情的活吧,"🍿Day35/365
早晨吃饭饭咯
	
🥘🥗🍅🦐
	
👩🏼：我是M
世界很大，能连接上的“知己者”不多
若我们刚好同个频率
欢迎你连接上 🛜我的wifi
	
#生活日记 #素人做博主 #新人博主plog #尝试做自媒体博主 #素人做博主的长成日记 #日常plog #plog #笔记灵感 #ins四拼",4小时前 广西,1,收藏,1
康有美美,她懂我的野心 我支持她的梦想,"势均力敌才是顶配！
安全感自己给😊
也不是谁养谁!
是我们一起养生活😎
#情侣 #情侣穿搭 #氛围感 #澳门",编辑于 4天前 广东,353,58,16
蛋蛋,,#下饭神剧 #小红书兴趣季 #小红盒,5天前 广东,8,7,评论
葬花吟.🍃,🔮祝烟萝对主控的看法与感情？,"主控的出现对于烟萝来说是脱离低潮期的关键，她认为主控为她带来了一段很不错的全新的人际关系，她因此很感激。但烟萝在观察去控成长时一直都会打心底替她担忧（""她可以自己肩负这么多责任吗？""）她也担心主控可能会缺少成熟而导致有坏消息，但在她看见了主控的能力后也从心底感到高兴，也会因为混乱而复杂的江湖市井间的争在心中悄悄为主控打抱不平（我不行了她好可爱OvO）而且是碎碎念的那种……对于主控的感情应该是以她为榜样的，在友谊之上但又不是恋人的感觉（很美好的感情！)
#师途 #祝烟萝",3天前 江苏,207,6,6
摄影师 kkyang,90年代跑成渝线的纯正美式大巴 MCI MC-9,"图1-17都是我在2003年和2007年拍到过2次这几台已经报废的美式大巴，2003年的时候摆放在红旗河沟的保养厂某个角落，处于荒废的状态。
2007年的时候，这几台车被移动了位置，依旧在红旗河沟站场内某条小巷，安装了空调等加电，看上去被作为临时工的居住地使用，后来就再也没见过这几台美式车了，第一次见到这几台车的时候还是相当震撼的，以前只在电视上见过这样原汁原味的美式设计的大巴，铝皮车身、大铆钉，那种洲际穿行的“灰狗巴士”形象深入人心。
最近闲来无事，用chatgpt搜索了一下车身上的信息，发现了一些有趣的地方：这几台车都是原产地为美国的Motor Coach Industries（MCI），车型为MCI MC-9 “Crusader II，
制造时间1978–1990（美国/加拿大产），最著名的运营商则是美国Greyhound、Trailways，约 1988–1992 年期间，在1990 年代初进口二手车的高峰期以二手巴士身份，经港口或中外合资引入，车身上有重庆-成都的线路标配，意味着曾经执行重庆-成都的长途客运线路。
1995年成渝高速路通车，成渝当地的运输企业开始引入凯斯鲍尔、沃尔沃、尼奥普兰等全新进口车参与了高速路的客运运营，这批MCI车型由于不符合车速、排放、安全等规定，以及巨高无比的油耗，开始慢慢淡出舞台，被当时的凯斯鲍尔等全新进口车型替代，一直闲置在红旗河沟保养厂，直到2007年以后，彻底消失。
通过侧面的涂装——DISCOVERY USA，美国包车公司品牌涂装，确认来源的原运营商为：Discovery USA品牌，所属公司为Dorr Distribution Systems Inc.，车身上的联邦编号（MC）MC‑191540，注册地点在加州 Castroville，美国境内跨州包车、观光旅游服务，非长途干线巴士。车身上的中方运营公司也无法在网络上搜到相关信息，所以也无法找寻更多关于这几台车的信息。
非常遗憾的是，这些可以作为历史活化石的工业遗迹并没有没保留下来，进入博物馆，除了这几台MCI巴士意外，在90年代初期，还有相当多的其他进口巴士，比如香港的双层车、ikarus的巴士、日野的巴士等经典车型，都曾经在重庆短暂运营过。
﻿#MCI巴士﻿ ﻿#经典老车",编辑于 2天前 上海,667,218,155
张张的生活日记吖,海的味道,#想去海边吹吹风 #等一个自然而然的晴天 #海不见我我自见海 #两天是最好的滤镜,5小时前 山东,3,收藏,评论
🍪,Pl🍃g | 适合夏天的绿系文案🌳,"逃离城市计划！
来到了超级森系的太原植物园喔！
吸氧圣地啊啊啊啊🌲🌲🌲
	
分享绿色系文案：
1. 🌴ᯓ绿树成荫ᶜººˡ
2. 近期碎片🧩ツ
3. 🟢 过 夏 天✔
4. “收集快乐”🤸🏻‍♀
5. 🏄🏻‍♂️•《八月印记》
6. 快樂续航🔋⁺¹ºº
7. “收集快乐”🧤
8. 🌲🧤༨绿野仙踪
9. 自讨𝖦𝗎𝖼𝖼𝗂🥬🥒ˎˊ˗
10. 🧩𖣃杂图速览𓂃⋆｡
11. 〰︎ 夏日播报!!!🥒
12. 🍏•ᴥ•🍏
13. 夏意来袭ıllıııllıl 🖼️
14. 🩴绿色的海𓇼 𓂂𓈒𓏸
15. 🏃🏻‍♀️ 🔋满电模式〰
16. 🐸⁾⁾绿色𝙶𝚘𝚘𝚍 𝚖𝚘𝚘𝚍
17. 低热量日常🥬🥒🫑
18. ꔛ 🧃✧˖* 🏝️ °☆ 🥝
19. 🧃攒了很久的⎡绿⎦
20.  𓏲🎾 生活本意是开心
21. 水果拼盘(🍏🥝🍐🥒)
22. 人生建议：禁止焦绿🔫
23. 🧃⁾⁾ 今天是周末 !!🌈💨
24. 🍀：霉运清理进度✅ ✃
25.  ᐕ)⁾⁾  向往的生活‘👒 ﾟ⋆𓂋
26. '◡'照片里的好天气☁️🌳🧊
	
#朋友圈 #朋友圈分享 #朋友圈排版 #和大自然亲密接觖 #永远热爱大自然 #少和人纠缠多亲近大自然 #多看大自然 #逃离城市  #太原植物园 #太原植物园打卡",编辑于 5天前 河北,36,7,2
傲字当头,康康我的小红书新头像 🗣,#晒晒我的小红书头像,2小时前 云南,点赞,收藏,评论
Yok chan Leong,康康我的小红书新头像 🗣,#晒晒我的小红书头像,5小时前 马来西亚,4,收藏,2
知足常乐,康康我的小红书新头像 🗣,#晒晒我的小红书头像,2小时前 甘肃,1,收藏,评论
北北不是贝贝,是谁刚刚买了我退掉的梦中的蝴蝶结！,"我是想退掉自己买啊啊啊！！！
想着省点钱，好了，现在省大钱了，我恨！",2天前 湖南,300,18,156
6271,晋祠的猫猫们,"晋祠好多小猫，很乖不怕人，还有个别特别亲人会过来蹭蹭你，另外晋祠拍照太出片啦！
小猫虽乖但大家最好不要上手哈，不然被挠了上哪说理去#晋祠 #小猫 #晋祠博物院 #地上古建看山西",06-23 广西,2,收藏,17
小缺快飞！（逆水寒版）,我已经开始打u盘得主意了,想问问柴鸡蛋的u盘大概会卖多少钱，限不限量 渠道好买吗#顺恨#柴鸡蛋,07-09 四川,831,183,862
百万唐尼,国产比亚迪品控,开这么多车  刹车合头生锈  比亚迪造车配件是哪家供应商便宜用哪一家  品控上还是合资车好 大家认同吗  还有就是这个刹车  作为比亚迪产品线比较好的产品  这个刹车调教的叫一个垃圾  行程非常短  轻点一下没有刹车  再用一点力 刹车瞬间就来了 平时开车经常一下刹停  开这么多年车踩不好比亚迪的刹车,2天前 辽宁,27,9,261
小菜baby,意外坐上了杰伦地铁专列！,#周杰伦 #周杰伦嘉年华厦门站 #厦门周同学地铁专列,06-30 福建,37,7,14
Shannon,,2025.7.17 闷青色,2天前 山东,1,收藏,4
江少（混的人）,,,7天前 湖北,53,1,86
橙子,又是上班的一天~,#上下班地铁上日常 #我的日常奔波#打工人 #随手拍 #想记录下此刻 #这个模板有点东西,06-29 北京,18,1,10
心已归鹿🦌,,#小红书兴趣季 #夏日穿搭 #小红盒,6天前 河南,4,收藏,评论
前唐游子,天猫淘宝店铺粉丝怎么涨?,"天猫淘宝店铺粉丝怎么涨？
淘宝店铺粉丝能为店铺带来多方面的好处，主
提高店铺权重
• 粉丝量是淘宝评估店铺综合实力的一个因素。粉丝多的店铺通常被认为更受消费者关注和认可，在搜索排序中可能会获得一定的加权，从而使店铺和商品更容易被消费者看到，提高曝光率。
增加流量和销量
• 粉丝是店铺的直接受众，他们对店铺有一定的信任和兴趣。当店铺上新或有促销活动时，粉丝会收到消息提醒，更有可能进店浏览和购买商品，为店铺带来稳定的流量和销量。
便于精准营销
• 商家可以通过分析粉丝的地域、年龄、消费习惯等数据，进行精准的营销推广。根据粉丝的需求和偏好，推荐合适的商品，提高营销效果和转化率。
助力口碑传播
• 忠实粉丝如果对店铺商品和服务满意，会自发地向身边的人推荐，通过口碑传播为店铺吸引新的顾客，这种基于信任的推荐往往更具说服力，能有效扩大店铺的影响力和顾客群体。
提升店铺活力
• 粉丝可以在店铺页面进行评论、点赞、分享等互动，这些行为能增加店铺的活跃度，让店铺看起来更有生机，吸引更多潜在顾客的关注。同时，粉丝的反馈也能帮助商家了解顾客需求，改进产品和服务。#店铺运营 #电商 #网店 #淘宝 #淘宝商家",4小时前 浙江,2,收藏,评论
Winnieddooo,✨ 背单词｜生词本越来越薄了,"🌟 2025年07月14日｜每日打卡记录 🌟
✔️ 学习新词：30个☀️
✔️ 复习单词：97个💪
✔️ 总共耗时：37分钟 ⏰
	
💬 “A true friend is someone who thinks that you are a good egg even though he knows that you are slightly cracked. ”
	
每天努力一点点，未来一定会更好！🌈
	
#背单词#自律#欧路词典#英语单词#英语学习#学习打卡#欧路词典打卡",5天前 天津,2,收藏,评论
骏骏不会飞,存一些户外生命力搞怪拍照姿势,"下次和朋友出来就这么拍，搞怪又出片！
#户外 #户外是我的精神保护区 #100天运动打卡挑战 #徒步圈 #出去玩没必要太正常 #富有生命力气息照片 #拍照动作不重样 #运动万粉助力计划 @户外薯",编辑于 07-06 广西,32,6,1
手机已还,想你了6,#栩你渝生#基于事实的捡手机,07-11 湖北,221,12,21
臭屁萌,你们怎么知道我又要去看李宗盛了,要回国了巴不得每个场次都去啊啊啊我爱李宗盛一辈子#李宗盛 #李宗盛演唱会 #总要去看一场演唱会吧 #李宗盛泉州,07-04 澳大利亚,9,收藏,17
盖盖~,,#海的味道是自由的,编辑于 2小时前 江苏,点赞,收藏,1
甜甜国王,旺仔小乔要开演唱会？？真的会有人去吗,国内首次不露脸演唱会？不懂就问，除了我是故人不是故事里的人，他还有别的原创吗#旺仔小乔 #音乐现场,昨天 13:08 河北,1040,104,697
小红薯乖乖,,#田栩宁,2小时前 海南,21,收藏,评论
展轩,六月的雨,#展轩 #演员展轩,06-30 北京,7.8万,2125,7824
Rosy.露思,,露思永远最美,07-09 山东,1,收藏,评论
痞斯小地瓜,非得出门吗？！,"天太热不想出门下大雨不想出门
别出门了要不。。打开电视就是拍，咱们就是心在哪，哪里就是巴厘岛🏖️🏖️🏝️🏝️
轻轻松松拿下属于你的电子晚霞
#电视机拍照 #海岛 #任何时间任何地点",编辑于 4天前 福建,8,3,4
